vPolSeaveyGain_dBi	FreqsMHz
10.0492381693	858.154296875
10.0652645796	859.375
10.1065323307	860.595703125
10.1682746623	861.81640625
10.2335892879	863.037109375
10.2865710338	864.2578125
10.3230089403	865.478515625
10.3483080112	866.69921875
10.3658629029	867.919921875
10.3687390481	869.140625
10.3430683481	870.361328125
10.2803124049	871.58203125
10.1867104698	872.802734375
10.0800722876	874.0234375
9.97687492308	875.244140625
9.88177180483	876.46484375
9.78864293326	877.685546875
9.69243752994	878.90625
9.60045064916	880.126953125
9.53064761184	881.34765625
9.4987551746	882.568359375
9.5077575825	883.7890625
9.548971555	885.009765625
9.61178911718	886.23046875
9.69137226473	887.451171875
9.78672280361	888.671875
9.89335291953	889.892578125
10.0010904665	891.11328125
10.1005678906	892.333984375
10.1903287923	893.5546875
10.2745770951	894.775390625
10.3527612472	895.99609375
10.4123629245	897.216796875
10.4341091237	898.4375
10.407047924	899.658203125
10.3387261266	900.87890625
10.2484699973	902.099609375
10.1505534105	903.3203125
10.0442734245	904.541015625
9.9195988369	905.76171875
9.7722670254	906.982421875
9.6124860779	908.203125
9.45794922994	909.423828125
9.31978782215	910.64453125
9.19609675888	911.865234375
9.07760480173	913.0859375
8.95823213008	914.306640625
8.83964809448	915.52734375
8.72671387316	916.748046875
8.62134816645	917.96875
8.52260777541	919.189453125
8.43165840836	920.41015625
8.35392868026	921.630859375
8.29455499743	922.8515625
8.25205781558	924.072265625
8.21817487422	925.29296875
8.18574695972	926.513671875
8.15725021251	927.734375
8.14421360098	928.955078125
8.15719962249	930.17578125
8.19612382191	931.396484375
8.24989099912	932.6171875
8.30575043343	933.837890625
8.35992639025	935.05859375
8.41936361692	936.279296875
8.49374235532	937.5
8.58682555766	938.720703125
8.69502424975	939.94140625
8.81275557922	941.162109375
8.93801378464	942.3828125
9.07234715259	943.603515625
9.21612570405	944.82421875
9.36533189161	946.044921875
9.51421581887	947.265625
9.66121635234	948.486328125
9.81098091162	949.70703125
9.96893594742	950.927734375
10.1331312993	952.1484375
10.2916383383	953.369140625
10.4294699547	954.58984375
10.5400718512	955.810546875
10.6302030495	957.03125
10.7125498628	958.251953125
10.7930918524	959.47265625
10.8647306016	960.693359375
10.9127943877	961.9140625
10.9284623337	963.134765625
10.9179395725	964.35546875
10.8979732175	965.576171875
10.8829845623	966.796875
10.8772870971	968.017578125
10.8786776427	969.23828125
10.8876800829	970.458984375
10.9113306802	971.6796875
10.9569873544	972.900390625
11.0235039804	974.12109375
11.1004819039	975.341796875
11.1779823764	976.5625
11.2569286411	977.783203125
11.3477071935	979.00390625
11.4574442089	980.224609375
11.5793321554	981.4453125
11.6951426285	982.666015625
11.7893498409	983.88671875
11.8606602204	985.107421875
11.9178160693	986.328125
11.9644191747	987.548828125
11.9901932317	988.76953125
11.979674978	989.990234375
11.9314066554	991.2109375
11.866090228	992.431640625
11.8119121675	993.65234375
11.7814677871	994.873046875
11.7625131563	996.09375
11.7321820961	997.314453125
11.6839870354	998.53515625
11.6389228426	999.755859375
11.6263516708	1000.9765625
11.6563457967	1002.19726562
11.7112868191	1003.41796875
11.7643013003	1004.63867187
11.8080115192	1005.859375
11.861948682	1007.08007812
11.9493104246	1008.30078125
12.0700785336	1009.52148437
12.1971961169	1010.7421875
12.2990667728	1011.96289062
12.3668598859	1013.18359375
12.4157418392	1014.40429687
12.4593422129	1015.625
12.4885397493	1016.84570312
12.4772011445	1018.06640625
12.4101543149	1019.28710937
12.3038916884	1020.5078125
12.194644517	1021.72851562
12.1076845362	1022.94921875
12.0401271605	1024.16992187
11.9714594544	1025.390625
11.8912918919	1026.61132812
11.8148965777	1027.83203125
11.7685928326	1029.05273437
11.7644533264	1030.2734375
11.7927845375	1031.49414062
11.8372402064	1032.71484375
11.8938865415	1033.93554687
11.9715920031	1035.15625
12.0741997469	1036.37695312
12.1871611342	1037.59765625
12.2853700629	1038.81835937
12.355250007	1040.0390625
12.405596554	1041.25976562
12.4534808643	1042.48046875
12.5023161646	1043.70117187
12.5358260273	1044.921875
12.5335622509	1046.14257812
12.4924781871	1047.36328125
12.4306792522	1048.58398437
12.3695883558	1049.8046875
12.3159130675	1051.02539062
12.2612883503	1052.24609375
12.1971109425	1053.46679687
12.127136371	1054.6875
12.063785527	1055.90820312
12.0142983887	1057.12890625
11.9740693795	1058.34960937
11.934191675	1059.5703125
11.8935557481	1060.79101562
11.8608945369	1062.01171875
11.845016378	1063.23242187
11.8454904067	1064.453125
11.8535939527	1065.67382812
11.8607832639	1066.89453125
11.8643411538	1068.11523437
11.864702275	1069.3359375
11.8599871899	1070.55664062
11.845903205	1071.77734375
11.8207545369	1072.99804687
11.7878493261	1074.21875
11.751128619	1075.43945312
11.7095529477	1076.66015625
11.6583815435	1077.88085937
11.5971729952	1079.1015625
11.5348547825	1080.32226562
11.4844863468	1081.54296875
11.4528704849	1082.76367187
11.4362445325	1083.984375
11.4261383223	1085.20507812
11.4181545788	1086.42578125
11.4131853003	1087.64648437
11.4106983588	1088.8671875
11.4050893432	1090.08789062
11.3925128921	1091.30859375
11.3803679821	1092.52929687
11.3850568215	1093.75
11.4169873393	1094.97070312
11.4673532876	1096.19140625
11.5110061488	1097.41210937
11.526485556	1098.6328125
11.515136823	1099.85351562
11.4974293749	1101.07421875
11.4910168896	1102.29492187
11.4953438642	1103.515625
11.4964016074	1104.73632812
11.4841955612	1105.95703125
11.4634829366	1107.17773437
11.4464809789	1108.3984375
11.4383472337	1109.61914062
11.4334595943	1110.83984375
11.4257538044	1112.06054687
11.4190408138	1113.28125
11.4232652699	1114.50195312
11.4415486924	1115.72265625
11.4656024697	1116.94335937
11.4871404866	1118.1640625
11.5120455654	1119.38476562
11.557587464	1120.60546875
11.6331440095	1121.82617187
11.7253011068	1123.046875
11.8052937936	1124.26757812
11.8561374524	1125.48828125
11.8912579965	1126.70898437
11.9406837113	1127.9296875
12.0207653943	1129.15039062
12.1192294811	1130.37109375
12.207614617	1131.59179687
12.269239871	1132.8125
12.3138520031	1134.03320312
12.362715822	1135.25390625
12.423694718	1136.47460937
12.4836335816	1137.6953125
12.5232029096	1138.91601562
12.537074767	1140.13671875
12.536930778	1141.35742187
12.5357773722	1142.578125
12.5340621092	1143.79882812
12.522461882	1145.01953125
12.4958909832	1146.24023437
12.4613547251	1147.4609375
12.4305560601	1148.68164062
12.4070500284	1149.90234375
12.3829165201	1151.12304687
12.3480524134	1152.34375
12.3013986876	1153.56445312
12.25168916	1154.78515625
12.2083922035	1156.00585937
12.1743515344	1157.2265625
12.1468279734	1158.44726562
12.1227221527	1159.66796875
12.1005627394	1160.88867187
12.0783746596	1162.109375
12.0530548856	1163.33007812
12.02411891	1164.55078125
11.9966330287	1165.77148437
11.9770622615	1166.9921875
11.9645662165	1168.21289062
11.9477283741	1169.43359375
11.9133166917	1170.65429687
11.8608123789	1171.875
11.8067686572	1173.09570312
11.7725770472	1174.31640625
11.7678660042	1175.53710937
11.7847578182	1176.7578125
11.806988626	1177.97851562
11.8253348152	1179.19921875
11.8445955151	1180.41992187
11.8762747775	1181.640625
11.927061402	1182.86132812
11.9953397398	1184.08203125
12.0767649672	1185.30273437
12.1707262352	1186.5234375
12.2802959252	1187.74414062
12.4063896791	1188.96484375
12.5428296483	1190.18554687
12.6774895017	1191.40625
12.7990856136	1192.62695312
12.9042963892	1193.84765625
12.9991544464	1195.06835937
13.0932177064	1196.2890625
13.1907073409	1197.50976562
13.2847134196	1198.73046875
13.3590642111	1199.95117187
13.3985107901	1201.171875
13.4005381619	1202.39257812
13.37748066	1203.61328125
13.3459280482	1204.83398437
13.3141032246	1206.0546875
13.2795496236	1207.27539062
13.2386173907	1208.49609375
13.1966692978	1209.71679687
13.1662007568	1210.9375
13.1543464653	1212.15820312
13.1548813653	1213.37890625
13.1558474815	1214.59960937
13.1561819864	1215.8203125
13.1713526614	1217.04101562
13.2192905462	1218.26171875
13.3016310225	1219.48242187
13.3996239606	1220.703125
13.489302634	1221.92382812
13.5614148457	1223.14453125
13.6241791656	1224.36523437
13.6871083824	1225.5859375
13.7474442899	1226.80664062
13.7943411502	1228.02734375
13.822778155	1229.24804687
13.8376228744	1230.46875
13.8419979723	1231.68945312
13.8265556252	1232.91015625
13.7776441266	1234.13085937
13.6986727795	1235.3515625
13.6164276499	1236.57226562
13.5591386316	1237.79296875
13.5290906428	1239.01367187
13.4998467029	1240.234375
13.4467937412	1241.45507812
13.3819136352	1242.67578125
13.3464959764	1243.89648437
13.3661133854	1245.1171875
13.4171575209	1246.33789062
13.441336536	1247.55859375
13.4073421194	1248.77929687
13.3531193941	1250.0
13.3485969143	1251.22070312
13.4309725543	1252.44140625
13.5779481472	1253.66210937
13.7255790078	1254.8828125
13.8176596591	1256.10351562
13.846862901	1257.32421875
13.8416953244	1258.54492187
13.8226513916	1259.765625
13.7829739543	1260.98632812
13.7053635962	1262.20703125
13.5882293462	1263.42773437
13.4501346465	1264.6484375
13.3104019472	1265.86914062
13.1741540246	1267.08984375
13.0401722211	1268.31054687
12.9180019815	1269.53125
12.8283719746	1270.75195312
12.784561038	1271.97265625
12.7781338698	1273.19335937
12.7873290449	1274.4140625
12.8008764	1275.63476562
12.8291974247	1276.85546875
12.8883061315	1278.07617187
12.9769448722	1279.296875
13.0735876934	1280.51757812
13.1556180115	1281.73828125
13.2179814126	1282.95898437
13.26873627	1284.1796875
13.3090435354	1285.40039062
13.3235230251	1286.62109375
13.2920449065	1287.84179687
13.2095409318	1289.0625
13.0908793181	1290.28320312
12.9563841491	1291.50390625
12.8172978917	1292.72460937
12.6766486594	1293.9453125
12.5397468937	1295.16601562
12.4179609559	1296.38671875
12.3210360743	1297.60742187
