hPolSeaveyGain_dBi	FreqsMHz
5.20224423939	395.5078125
5.15002049734	396.728515625
5.11238981529	397.94921875
5.08639157121	399.169921875
5.07389958432	400.390625
5.07858098687	401.611328125
5.10148196615	402.83203125
5.14126236187	404.052734375
5.19744021477	405.2734375
5.27043916119	406.494140625
5.35716386234	407.71484375
5.44842056586	408.935546875
5.53396029491	410.15625
5.61147990957	411.376953125
5.68884711839	412.59765625
5.77543716886	413.818359375
5.87155324541	415.0390625
5.96746148149	416.259765625
6.05359809272	417.48046875
6.13116437868	418.701171875
6.21098588935	419.921875
6.30252287338	421.142578125
6.40637788764	422.36328125
6.51797909071	423.583984375
6.63633914555	424.8046875
6.76585285235	426.025390625
6.90811190026	427.24609375
7.05408756374	428.466796875
7.18814273543	429.6875
7.30215124	430.908203125
7.40380993701	432.12890625
7.50765803709	433.349609375
7.61768904804	434.5703125
7.71904201724	435.791015625
7.78670574101	437.01171875
7.80434988518	438.232421875
7.775692064	439.453125
7.71764397042	440.673828125
7.64497446152	441.89453125
7.56274833945	443.115234375
7.47089987498	444.3359375
7.37311091004	445.556640625
7.27995841594	446.77734375
7.20419868172	447.998046875
7.15475938616	449.21875
7.13554981554	450.439453125
7.14835336579	451.66015625
7.19502800312	452.880859375
7.27654296638	454.1015625
7.39085228339	455.322265625
7.53256680746	456.54296875
7.6946946923	457.763671875
7.87055829435	458.984375
8.05456313533	460.205078125
8.24192084261	461.42578125
8.42754656257	462.646484375
8.6041101505	463.8671875
8.76048914987	465.087890625
8.88354771938	466.30859375
8.96469162979	467.529296875
9.00700376329	468.75
9.02522725396	469.970703125
9.03668524551	471.19140625
9.05072383843	472.412109375
9.06579442121	473.6328125
9.07618558693	474.853515625
9.08134463731	476.07421875
9.08777808147	477.294921875
9.10197727497	478.515625
9.12366352254	479.736328125
9.14792992684	480.95703125
9.17370261927	482.177734375
9.20749187903	483.3984375
9.25656964123	484.619140625
9.31880518321	485.83984375
9.38095703386	487.060546875
9.42886431323	488.28125
9.45994097783	489.501953125
9.48424286019	490.72265625
9.51312835509	491.943359375
9.54835701898	493.1640625
9.58196032888	494.384765625
9.60508270005	495.60546875
9.61558080343	496.826171875
9.61680095313	498.046875
9.61115709506	499.267578125
9.59797746267	500.48828125
9.57828156212	501.708984375
9.55919608715	502.9296875
9.55071777583	504.150390625
9.55752082891	505.37109375
9.57512228307	506.591796875
9.59527582467	507.8125
9.6153873965	509.033203125
9.64165668904	510.25390625
9.68260815056	511.474609375
9.74077369201	512.6953125
9.81138521896	513.916015625
9.88832207292	515.13671875
9.96980584018	516.357421875
10.0574365686	517.578125
10.1506962772	518.798828125
10.2443039412	520.01953125
10.3316225971	521.240234375
10.4096033255	522.4609375
10.4789790564	523.681640625
10.5397046424	524.90234375
10.5876619663	526.123046875
10.6168583735	527.34375
10.6246032216	528.564453125
10.6136118618	529.78515625
10.5888189268	531.005859375
10.5530426901	532.2265625
10.5066046153	533.447265625
10.4509575722	534.66796875
10.3915363475	535.888671875
10.3360133414	537.109375
10.2897507953	538.330078125
10.253532755	539.55078125
10.225974053	540.771484375
10.2078322634	541.9921875
10.2034881626	543.212890625
10.2181639721	544.43359375
10.2539192244	545.654296875
10.3080151357	546.875
10.3743577006	548.095703125
10.4462579172	549.31640625
10.5185825603	550.537109375
10.5885325052	551.7578125
10.655102274	552.978515625
10.7175211032	554.19921875
10.7735091255	555.419921875
10.8188770398	556.640625
10.8495090444	557.861328125
10.8645664633	559.08203125
10.8677739052	560.302734375
10.8648422933	561.5234375
10.8590503783	562.744140625
10.8493849545	563.96484375
10.8334591511	565.185546875
10.812448096	566.40625
10.7925551217	567.626953125
10.7807902449	568.84765625
10.7788954252	570.068359375
10.7812721052	571.2890625
10.7791944	572.509765625
10.7678948743	573.73046875
10.7499816813	574.951171875
10.7317674333	576.171875
10.7158046268	577.392578125
10.6960406645	578.61328125
10.6596573343	579.833984375
10.5948641813	581.0546875
10.4989853739	582.275390625
10.3797843021	583.49609375
10.2484750783	584.716796875
10.1103719596	585.9375
9.96090147839	587.158203125
9.79065662003	588.37890625
9.59628470769	589.599609375
9.38758811701	590.8203125
9.18313194097	592.041015625
8.99800461139	593.26171875
8.83498759617	594.482421875
8.68694840066	595.703125
8.54885614031	596.923828125
8.42839813347	598.14453125
8.34393723113	599.365234375
8.31146431118	600.5859375
8.33286790356	601.806640625
8.39485849344	603.02734375
8.47867492185	604.248046875
8.57252041828	605.46875
8.67596255833	606.689453125
8.79324257249	607.91015625
8.9232715518	609.130859375
9.05540897683	610.3515625
9.17359120825	611.572265625
9.26503006933	612.79296875
9.32657935418	614.013671875
9.36370284369	615.234375
9.38328344036	616.455078125
9.3865434289	617.67578125
9.36804704317	618.896484375
9.32227281384	620.1171875
9.25255810687	621.337890625
9.17320311699	622.55859375
9.10114391761	623.779296875
9.04444589331	625.0
8.99832559534	626.220703125
8.9529659748	627.44140625
8.90641584955	628.662109375
8.86906209624	629.8828125
8.85418010558	631.103515625
8.864704805	632.32421875
8.88987732708	633.544921875
8.91501320316	634.765625
8.93430646961	635.986328125
8.95247173078	637.20703125
8.97375017801	638.427734375
8.99192428967	639.6484375
8.99337926438	640.869140625
8.97037192356	642.08984375
8.92914603172	643.310546875
8.88250169362	644.53125
8.83509667777	645.751953125
8.7781098244	646.97265625
8.69983912054	648.193359375
8.6014382328	649.4140625
8.49909221592	650.634765625
8.40922613004	651.85546875
8.33397247449	653.076171875
8.26313945337	654.296875
8.19089654063	655.517578125
8.12831732459	656.73828125
8.09596854092	657.958984375
8.10431154953	659.1796875
8.14277157215	660.400390625
8.18885748251	661.62109375
8.22994220072	662.841796875
8.27497069141	664.0625
8.34246519502	665.283203125
8.43931533194	666.50390625
8.55265405962	667.724609375
8.66106052864	668.9453125
8.75332583938	670.166015625
8.835390922	671.38671875
8.91903125038	672.607421875
9.00654287441	673.828125
9.0875960703	675.048828125
9.15013600125	676.26953125
9.19328402658	677.490234375
9.22822832296	678.7109375
9.2669852586	679.931640625
9.31214691097	681.15234375
9.35761118362	682.373046875
9.39802815035	683.59375
9.43619120297	684.814453125
9.48033878314	686.03515625
9.5348699361	687.255859375
9.59483804517	688.4765625
9.65012692276	689.697265625
9.69540378114	690.91796875
9.73555413799	692.138671875
9.78055872941	693.359375
9.83504345684	694.580078125
9.89267828429	695.80078125
9.94050486349	697.021484375
9.96945145393	698.2421875
9.98112173261	699.462890625
9.98414996808	700.68359375
9.98458311445	701.904296875
9.98070691719	703.125
9.96738474069	704.345703125
9.9449559725	705.56640625
9.92245150484	706.787109375
9.91070943763	708.0078125
9.91220687793	709.228515625
9.91807933758	710.44921875
9.91623436025	711.669921875
9.90366431876	712.890625
9.89033465045	714.111328125
9.89031986783	715.33203125
9.90956517353	716.552734375
9.94154817202	717.7734375
9.97330062459	718.994140625
9.9952646999	720.21484375
10.0056175399	721.435546875
10.0060775328	722.65625
9.9955834939	723.876953125
9.96936419874	725.09765625
9.92363585067	726.318359375
9.85973528301	727.5390625
9.782656553	728.759765625
9.69564148245	729.98046875
9.59655389729	731.201171875
9.47957337172	732.421875
9.34075196186	733.642578125
9.18275836987	734.86328125
9.01521191709	736.083984375
8.85108845017	737.3046875
8.70223597084	738.525390625
8.57621293434	739.74609375
8.47502256226	740.966796875
8.39587513641	742.1875
8.33397219206	743.408203125
8.28616575315	744.62890625
8.2530672558	745.849609375
8.23795262637	747.0703125
8.2435032371	748.291015625
8.26901600787	749.51171875
8.30965289612	750.732421875
8.35741547552	751.953125
8.4029321726	753.173828125
8.43765157008	754.39453125
8.45607036596	755.615234375
8.45681566401	756.8359375
8.44141908212	758.056640625
8.41153856224	759.27734375
8.3673048496	760.498046875
8.30864381145	761.71875
8.23802278996	762.939453125
8.16086024429	764.16015625
8.08233389147	765.380859375
8.00426313595	766.6015625
7.92665464787	767.822265625
7.85305379689	769.04296875
7.79283374519	770.263671875
7.75541839733	771.484375
7.74044489882	772.705078125
7.73375473995	773.92578125
7.71576959688	775.146484375
7.67728253145	776.3671875
7.62701844887	777.587890625
7.58227970177	778.80859375
7.5532608759	780.029296875
7.53635079534	781.25
7.51994542478	782.470703125
7.49474047754	783.69140625
7.45799540878	784.912109375
7.40965693454	786.1328125
7.34888303243	787.353515625
7.27839515705	788.57421875
7.21152679401	789.794921875
7.16993471883	791.015625
7.17027650446	792.236328125
7.21213367887	793.45703125
7.27983364674	794.677734375
7.35866943951	795.8984375
7.4500514693	797.119140625
7.56808481204	798.33984375
7.72130214558	799.560546875
7.90011206909	800.78125
8.0829713926	802.001953125
8.25533199512	803.22265625
8.42108500261	804.443359375
8.59339541776	805.6640625
8.77606525304	806.884765625
8.95541867484	808.10546875
9.10992048039	809.326171875
9.22783689828	810.546875
9.31492423451	811.767578125
9.38522701424	812.98828125
9.44728829564	814.208984375
9.49972413631	815.4296875
9.53690123732	816.650390625
9.55590313221	817.87109375
9.55766657233	819.091796875
9.54404283019	820.3125
9.517170864	821.533203125
9.4823311206	822.75390625
9.44877000209	823.974609375
9.42503935614	825.1953125
9.41331033858	826.416015625
9.40966062345	827.63671875
9.41086118016	828.857421875
9.41990479463	830.078125
9.44297012703	831.298828125
9.4809129641	832.51953125
9.52585304891	833.740234375
9.5683561133	834.9609375
9.60802374822	836.181640625
9.65445632823	837.40234375
9.71632267067	838.623046875
9.79053989479	839.84375
9.86323960599	841.064453125
9.92191405626	842.28515625
9.96606932843	843.505859375
10.0043132701	844.7265625
10.0411575832	845.947265625
10.068442688	847.16796875
10.0716119996	848.388671875
10.0461022792	849.609375
10.0063080854	850.830078125
9.97587389928	852.05078125
9.96929403988	853.271484375
9.98244600099	854.4921875
9.9993909154	855.712890625
10.0092385108	856.93359375
10.0173215766	858.154296875
10.0394695345	859.375
10.0862051559	860.595703125
10.1525450514	861.81640625
10.2213784116	863.037109375
10.2766013602	864.2578125
10.3138184226	865.478515625
10.3382722539	866.69921875
10.3532297624	867.919921875
10.3516805938	869.140625
10.3197547554	870.361328125
10.2490105723	871.58203125
10.1459063378	872.802734375
10.0286097155	874.0234375
9.91409614393	875.244140625
9.80763685549	876.46484375
9.70380134743	877.685546875
9.59822855073	878.90625
9.49882003154	880.126953125
9.42398755194	881.34765625
9.38969273625	882.568359375
9.39892865307	883.7890625
9.44281740579	885.009765625
9.51040222391	886.23046875
9.5964026578	887.451171875
9.69934205941	888.671875
9.81426380457	889.892578125
9.93056689314	891.11328125
10.0385108042	892.333984375
10.1363268164	893.5546875
10.2279645095	894.775390625
10.3126691589	895.99609375
10.3777619267	897.216796875
10.4038433242	898.4375
10.3798611308	899.658203125
10.3132814172	900.87890625
10.223364058	902.099609375
10.1243270543	903.3203125
10.0154196796	904.541015625
9.88657001328	905.76171875
9.7334822656	906.982421875
9.5663411196	908.203125
9.40283049652	909.423828125
9.25409354706	910.64453125
9.11826867075	911.865234375
8.98617493501	913.0859375
8.85189046503	914.306640625
8.71733762975	915.52734375
8.58775961812	916.748046875
8.46562392085	917.96875
8.35073702441	919.189453125
8.24523018253	920.41015625
8.1556839929	921.630859375
8.08846815123	922.8515625
8.04321446354	924.072265625
8.01236251534	925.29296875
7.98874834787	926.513671875
7.97395693861	927.734375
7.97779342589	928.955078125
8.00857264767	930.17578125
8.06389598053	931.396484375
8.13071719169	932.6171875
8.19495976115	933.837890625
8.25220448921	935.05859375
8.30933932477	936.279296875
8.37641052462	937.5
8.45780634776	938.720703125
8.55069454595	939.94140625
8.65029601491	941.162109375
8.75540783401	942.3828125
8.86835706787	943.603515625
8.99025911884	944.82421875
9.11780461162	946.044921875
9.24591081606	947.265625
9.37363582925	948.486328125
9.50618704825	949.70703125
9.64947624139	950.927734375
9.80194598267	952.1484375
9.95194986881	953.369140625
10.0846575667	954.58984375
10.1935370108	955.810546875
10.2852337689	957.03125
10.3721927188	958.251953125
10.4600400539	959.47265625
10.5412347462	960.693359375
10.600600086	961.9140625
10.6287762177	963.134765625
10.6314227891	964.35546875
10.6247596452	965.576171875
10.6227197466	966.796875
10.6291832609	968.017578125
10.6415799814	969.23828125
10.6601397959	970.458984375
10.6916807103	971.6796875
10.7434174968	972.900390625
10.8141327792	974.12109375
10.8934234762	975.341796875
10.9714069237	976.5625
11.0491158806	977.783203125
11.1370922597	979.00390625
11.2426557575	980.224609375
11.3592224794	981.4453125
11.4688096112	982.666015625
11.5561505718	983.88671875
11.6202161193	985.107421875
11.6700094394	986.328125
11.7093812558	987.548828125
11.7282840476	988.76953125
11.71145557	989.990234375
11.6576046213	991.2109375
11.5875598162	992.431640625
11.5295904545	993.65234375
11.496328657	994.873046875
11.4755208718	996.09375
11.4442461876	997.314453125
11.3959200561	998.53515625
11.3514022625	999.755859375
11.3398868604	1000.9765625
11.3712507213	1002.19726562
11.4276587784	1003.41796875
11.4820058351	1004.63867187
11.5266734956	1005.859375
11.5809495661	1007.08007812
11.6677918766	1008.30078125
11.7869526708	1009.52148437
11.9111630948	1010.7421875
12.0086406839	1011.96289062
12.0704043051	1013.18359375
12.1115165857	1014.40429687
12.1455629197	1015.625
12.1634514842	1016.84570312
12.1391664322	1018.06640625
12.0577542991	1019.28710937
11.9360367533	1020.5078125
11.8106875526	1021.72851562
11.7075265683	1022.94921875
11.6243020387	1024.16992187
11.5411828099	1025.390625
11.4484608062	1026.61132812
11.3620311382	1027.83203125
11.3087187906	1029.05273437
11.3009349413	1030.2734375
11.3291258453	1031.49414062
11.3768786589	1032.71484375
11.4400034903	1033.93554687
11.5269598638	1035.15625
11.6410776006	1036.37695312
11.7672415719	1037.59765625
11.8797725623	1038.81835937
11.9645513707	1040.0390625
12.0298871279	1041.25976562
12.0924357914	1042.48046875
12.1552728864	1043.70117187
12.2018617633	1044.921875
12.2115676405	1046.14257812
12.1812253412	1047.36328125
12.1288840016	1048.58398437
12.0759675338	1049.8046875
12.0292382804	1051.02539062
11.9804379794	1052.24609375
11.9211221333	1053.46679687
11.8552585508	1054.6875
11.7955365387	1055.90820312
11.7495236174	1057.12890625
11.7130032332	1058.34960937
11.6775194194	1059.5703125
11.6424719981	1060.79101562
11.6171527573	1062.01171875
11.610961783	1063.23242187
11.6240670901	1064.453125
11.6483165425	1065.67382812
11.6756645787	1066.89453125
11.7037708375	1068.11523437
11.7332773577	1069.3359375
11.7623033447	1070.55664062
11.7863236572	1071.77734375
11.8031799708	1072.99804687
11.8155146194	1074.21875
11.8264496092	1075.43945312
11.8340390192	1076.66015625
11.8326194713	1077.88085937
11.8208768776	1079.1015625
11.8069685448	1080.32226562
11.8033206997	1081.54296875
11.8162555659	1082.76367187
11.8416819104	1083.984375
11.8709402525	1085.20507812
11.8995630566	1086.42578125
11.9284676194	1087.64648437
11.957219039	1088.8671875
11.9803603323	1090.08789062
11.9942249926	1091.30859375
12.0064067447	1092.52929687
12.0335059304	1093.75
12.0861220109	1094.97070312
12.1556255706	1096.19140625
12.217023368	1097.41210937
12.2489825624	1098.6328125
12.2529422616	1099.85351562
12.2494259195	1101.07421875
12.2560953901	1102.29492187
12.2723516863	1103.515625
12.2840861954	1104.73632812
12.2811454528	1105.95703125
12.268070061	1107.17773437
12.2568098385	1108.3984375
12.2522180749	1109.61914062
12.248353255	1110.83984375
12.2388448988	1112.06054687
12.2272428443	1113.28125
12.2233063553	1114.50195312
12.2300709196	1115.72265625
12.2392730749	1116.94335937
12.2427607681	1118.1640625
12.2466444143	1119.38476562
12.2684902308	1120.60546875
12.3180126995	1121.82617187
12.3821469511	1123.046875
12.4324668608	1124.26757812
12.4522997061	1125.48828125
12.4553462877	1126.70898437
12.4718681974	1127.9296875
12.5184074015	1129.15039062
12.5828413374	1130.37109375
12.6368227265	1131.59179687
12.6637513885	1132.8125
12.6734248637	1134.03320312
12.6871315489	1135.25390625
12.7127332757	1136.47460937
12.7370495084	1137.6953125
12.7407019954	1138.91601562
12.7182906051	1140.13671875
12.6814005902	1141.35742187
12.6429165761	1142.578125
12.6031371593	1143.79882812
12.552560982	1145.01953125
12.4858923392	1146.24023437
12.4098921109	1147.4609375
12.3359816218	1148.68164062
12.2673944996	1149.90234375
12.195847408	1151.12304687
12.1108313218	1152.34375
12.0108398697	1153.56445312
11.9041227765	1154.78515625
11.7996377739	1156.00585937
11.6997099075	1157.2265625
11.6011040038	1158.44726562
11.5002952266	1159.66796875
11.3955281507	1160.88867187
11.2847847507	1162.109375
11.1652928178	1163.33007812
11.0374360169	1164.55078125
10.9078666327	1165.77148437
10.7855164763	1166.9921875
10.6729770751	1168.21289062
10.5631497777	1169.43359375
10.4476797602	1170.65429687
10.3308799176	1171.875
10.233290044	1173.09570312
10.1786659624	1174.31640625
10.1768994057	1175.53710937
10.2182805461	1176.7578125
10.2830897279	1177.97851562
10.3577579432	1179.19921875
10.4425867919	1180.41992187
10.5449866685	1181.640625
10.6682679763	1182.86132812
10.8082493039	1184.08203125
10.9587869423	1185.30273437
11.1181193416	1186.5234375
11.2886758003	1187.74414062
11.4711037915	1188.96484375
11.6592207763	1190.18554687
11.841072329	1191.40625
12.0056590582	1192.62695312
12.1500102624	1193.84765625
12.2805446371	1195.06835937
12.4072200972	1196.2890625
12.534657358	1197.50976562
12.6563355293	1198.73046875
12.7564537531	1199.95117187
12.8201092107	1201.171875
12.8451019457	1202.39257812
12.8440440236	1203.61328125
12.833759719	1204.83398437
12.8226582914	1206.0546875
12.8084183473	1207.27539062
12.7874737562	1208.49609375
12.7652226937	1209.71679687
12.7541542499	1210.9375
12.7613645962	1212.15820312
12.780569311	1213.37890625
12.7997420533	1214.59960937
12.8177535757	1215.8203125
12.8500161921	1217.04101562
12.9144229008	1218.26171875
13.012592294	1219.48242187
13.1257801552	1220.703125
13.2300479481	1221.92382812
13.3161922235	1223.14453125
13.3924983868	1224.36523437
13.4685613747	1225.5859375
13.5417176714	1226.80664062
13.6012261961	1228.02734375
13.6421784651	1229.24804687
13.6695600179	1230.46875
13.6866153326	1231.68945312
13.6841205725	1232.91015625
13.6485485321	1234.13085937
13.5834317579	1235.3515625
13.5156762867	1236.57226562
13.473626325	1237.79296875
13.4596725765	1239.01367187
13.4474718723	1240.234375
13.4124889018	1241.45507812
13.3667625359	1242.67578125
13.3516133149	1243.89648437
13.3926130962	1245.1171875
13.4661153011	1246.33789062
13.5137469522	1247.55859375
13.5040712234	1248.77929687
13.4748544818	1250.0
13.4957958475	1251.22070312
13.6038158357	1252.44140625
13.7762975671	1253.66210937
13.9489470238	1254.8828125
14.0651935751	1256.10351562
14.1173472716	1257.32421875
14.1335748047	1258.54492187
14.1340745549	1259.765625
14.1118566206	1260.98632812
14.0494682453	1262.20703125
13.9452555508	1263.42773437
13.8178144306	1264.6484375
13.6865937091	1265.86914062
13.5569291678	1267.08984375
13.4278897533	1268.31054687
13.3093678326	1269.53125
13.2224813616	1270.75195312
13.1809236279	1271.97265625
13.1766825905	1273.19335937
13.1884141012	1274.4140625
13.2052463775	1275.63476562
13.237969376	1276.85546875
13.3029263485	1278.07617187
13.39914175	1279.296875
13.5053177945	1280.51757812
13.5990062182	1281.73828125
13.6752559693	1282.95898437
13.7421596018	1284.1796875
13.8008399924	1285.40039062
13.8358051358	1286.62109375
13.8267402746	1287.84179687
13.7683225195	1289.0625
13.6751024114	1290.28320312
13.5670336808	1291.50390625
13.4549498718	1292.72460937
13.3414491199	1293.9453125
13.2314109283	1295.16601562
13.1357931371	1296.38671875
13.0639718747	1297.60742187
